MARCA,DESCRIÇÃO,VENDIDO POR,AVALIAÇÕES,QUANTIDADE DE AVALIAÇÕES,PREÇO ANTIGO,PREÇO NOVO,TIPO
LG,"Smartphone LG K51s Tela 6,55'' 4g 3gb 64gb Ram Titânio Cor Cinza-escuro",,4.5,696,999.0,96.0,Smartphone
SAMSUNG,Smartphone Samsung Galaxy A01 Core Tela 5.3 32gb 2gb Ram Pto Cor Preto - Bom (Recondicionado),,4.0,24,332.0,55.0,Smartphone
Xiaomi,Smartphone Xiaomi Poco C65 Global Com Nfc 256/8gb Ram Preto,,4.6,8,1.104,110.0,Smartphone
SAMSUNG,"Smartphone Samsung Galaxy A04e 64GB Preto 4G Octa-Core 3GB RAM 6,5” Câm. Dupla + Selfie 5MP",,4.6,1124,689.0,66.0,Smartphone
LG,LG K9 TV Dual SIM 16 GB preto 2 GB RAM,,4.3,173,419.0,40.0,Smartphone
Realme,Celular Realme C75 Dual Sim 128 Gb 8 Gb Ram Smartphone Preto,,4.7,22,1.269,126.0,Smartphone
MOTOROLA,Smartphone Motorola Edge 40 Neo 5G 256GB 8 RAM 50MP Ultra-Pixel AI Camera IP68 NFC - Caneel Bay - Vegan,,4.8,8532,1.699,163.0,Smartphone
SAMSUNG,Samsung Galaxy A55 5G Dual SIM 256 GB Azul celeste 8 GB RAM,Por Samsung,4.8,5404,3.849,2.198,Smartphone
MOTOROLA,"Smartphone Moto G22 Tela De 6,5 128 Gb 4 Ram Preto Motorola",,4.6,8001,877.0,87.0,Smartphone
LG,"Smartphone K62 6,59'' 64gb 4gb Ram 13mp Vermelho LG",,4.6,2107,576.0,55.0,Smartphone
SAMSUNG,"Smartphone Samsung Galaxy S21 Plus 5g Tela 6,7 256gb 8gb Ram Cor Prateado - Excelente (Recondicionado)",Por Trocafy,4.7,17,1.699,1.563,Smartphone
LG,Smartphone LG X Style Dual K200 16gb Tela 5' Cam 8mp Outlet - Bom (Recondicionado),,2.7,3,203.0,33.0,Smartphone
Xiaomi,Celular Smartphone Xiaomi Redmi 14c Dual Sim 256gb 8gb Ram,,4.8,130,1.6,1.136,Smartphone
ASUS,"Smartphone Asus Rog Phone 8 Pro 512gb 5g Snapdragon 8 Gen 3 16gb Ram Tela 6,78 Amoled 165hz Câm Tripla 50mp+32mp - Phantom Black",Por Asus,,,9.999,999.0,Smartphone
SAMSUNG,Smartphone Samsung Galaxy S20+ Tela De 6.7 128gb 8gb Ram Cor Cosmic gray - Excelente (Recondicionado),Por Trocafy,5.0,2,1.639,1.557,Smartphone
Infinix,"Smartphone Infinix Smart 8 Pro 8gb Ram 256gb 6,6 Poleg 2chip",,4.6,49,1.099,989.0,Smartphone
SAMSUNG,Smartphone Samsung Galaxy A55 5g 128gb 8gb Ram - Azul Escuro Cor Azul-escuro - Bom (Recondicionado),,,,1.499,149.0,Smartphone
Indefinido,Smartphone Cubot A10 4+8 12/128 Andriod 14 Cor Preto,,3.7,3,630.0,60.0,Smartphone
Indefinido,"Smartphone Oppo A40 256gb 4gb Ram 6,7 Câm. 50mp Cor Chocolate",,4.8,25,995.0,99.0,Smartphone
MOTOROLA,Smartphone Edge 20 5g 128gb 8gb Ram Tela 6.7 Preto Motorola,,4.6,22,1.723,172.0,Smartphone
Indefinido,CAT S62 Pro Dual SIM 128 GB preto 4 GB RAM,,4.3,143,3.499,349.0,Smartphone
LG,Smartphone K41s Tela 6.55'' 32gb 3gb Ram Cinza-escuro LG,,4.5,4980,609.0,61.0,Smartphone
Realme,Celular Realme Note 60 Dual Sim 128 Gb 4 Gb Ram Preto,Por Realme,4.7,675,699.0,69.0,Smartphone
MOTOROLA,"Smartphone Motorola Moto G24 128gb 4gb 6,6'' Hd+ Android 14 4G/Lite Dual Sim Grafite - Excelente (Recondicionado)",,4.4,16,766.0,727.0,Smartphone
SAMSUNG,"Celular Samsung Galaxy A16 5g, 256gb + 8gb Ram, Câmera De Até 50mp, Tela 6.7 , Nfc, Ip54, Bateria 5000 Mah Verde Claro",,4.7,895,1.419,142.0,Smartphone
Indefinido,Celular Awesome A70 Itel 12 Gigas Cor Azul,,5.0,4,769.0,76.0,Smartphone
Realme,"""Realme 13+ 5g Dual Sim 256 Gb Dourado 8 Gb Ram Com Nfc""",Por Realme,4.9,18,1.997,199.0,Smartphone
Realme,Smartphone Realme C61 256 Gb 8 Gb Ram Com Nfc Verde,,4.7,31,1.149,114.0,Smartphone
MOTOROLA,Smartphone G20 64gb 4gb Ram Tela 6.5'' Rosa-escuro Motorola,,4.6,4143,998.0,869.0,Smartphone
MOTOROLA,Smartphone Motorola Moto g34 5G - 128GB 8GB (4GB RAM+4GB Ram Boost) AI Camera 50MP NFC,Por Movacel,4.8,2551,969.0,93.0,Smartphone
MOTOROLA,Smartphone Motorola Moto G24 256gb 4gb Rosa + Ubook,Por Mobcom,,,1.425,727.0,Smartphone
MOTOROLA,Smartphone Motorola Moto G24 256gb 4gb Grafite + Ubook,Por Mobcom,5.0,1,1.425,727.0,Smartphone
Xiaomi,Smartphone Xiaomi Redmi Note 14 Pro Plus 5g 12gb RAM 512gb preto,,4.6,19,2.858,274.0,Smartphone
SAMSUNG,Smartphone Samsung Galaxy A02s Tela 6.5 32gb 3gb Ram Azul,,4.6,1640,899.0,692.0,Smartphone
MOTOROLA,Smartphone Motorola Edge 50 Pro 5G - 256GB 24GB (12GB RAM+12GB Ram Boost) 50MP Ultra-Pixel AI Camera IP68 NFC - Preto,,4.8,3240,2.938,282.0,Smartphone
Xiaomi,Smartphone Xiaomi Poco C75 Dual Sim 8gb 256gb Nf + Brindes,,5.0,1,1.539,1.299,Smartphone
Xiaomi,Smartphone Xiaomi Redmi Note 13 8+256g 4g Global +fone + RLG,,4.4,12,1.789,1.517,Smartphone
SAMSUNG,Smartphone Galaxy A01 Quadcore Tela 5.3 32gb 2gb Ram Samsung Cor Azul,,4.4,3840,649.0,64.0,Smartphone
Infinix,"Smartphone Infinix Hot 11s Tela 6,7 Polegadas 128gb 6gb Ram",,4.7,119,1.076,989.0,Smartphone
SAMSUNG,Smartphone Samsung Galaxy Z Flip5 512gb 8gb Ram 5G Verde-claro - Excelente (Recondicionado),Por Trocafy,5.0,8,2.929,2.694,Smartphone
SAMSUNG,"Smartphone Samsung Galaxy Z Fold5 5g, 1tb, 12gb Ram, Tela Infinita De 7.6 Preto",,4.9,176,6.599,659.0,Smartphone
Xiaomi,Xiaomi Redmi 13C Dual SIM 256 GB midnight black 4 GB RAM,Por StorePluss,4.5,2288,929.0,89.0,Smartphone
Realme,Celular Realme C63 Dual Sim 128 Gb Verde 6 Gb Ram Nfc,,4.7,615,961.0,92.0,Smartphone
Infinix,Smartphone Infinix Smart 6 64 Gb Dual Chip 2gb Ram - Preto - Excelente (Recondicionado),,5.0,1,499.0,55.0,Smartphone
MOTOROLA,Smartphone Motorola Edge 50 5g - 256gb 24gb Ram Boost 50mp Sony Camera Moto Ai Ip68 Nfc - Green Vegan Leather,,4.8,251,2.382,238.0,Smartphone
Infinix,Smartphone Infinix Hot 30i 6.6 Hd+ 90hz 128gb 8gb Ram 50mp,,5.0,4,899.0,89.0,Smartphone
Xiaomi,Smartphone Xiaomi Poco C75 Dual Sim 256gb 8gb Ram Nfc Global,,,,1.68,1.209,Smartphone
Nokia,Nokia G11 Plus Dual SIM 64 GB charcoal grey 3 GB RAM,,4.3,18,859.0,790.0,Smartphone
SAMSUNG,Samsung Galaxy A25 6gb Ram 128gb 5G Cor azul escuro,,4.8,14230,1.59,1.479,Smartphone
Xiaomi,Xiaomi Redmi Note 8 Dual SIM 64 GB neptune blue 4 GB RAM,,4.7,882,899.0,683.0,Smartphone
Xiaomi,Câmera Xiaomi Redmi Note 14 4g 6.67 128gb 6gb Ram 108mpx - cor preta,,4.8,388,1.15,115.0,Smartphone
LG,"Smartphone K52 4g Tela 6,59'' 64gb 3gb Ram Cinza LG",,4.6,2759,589.0,58.0,Smartphone
MOTOROLA,"Smartphone Motorola Edge 50 Pro 5g 256gb 24gb Ram Boost Tela 6,7 Poled Gorilla Glass Ip68 - Lilac - Bom (Recondicionado)",,4.5,4,2.299,2.118,Smartphone
Xiaomi,Smartphone Xiaomi Redmi 14c 256gb 8gb Ram Roxo Global 4g,,4.3,3,979.0,97.0,Smartphone
MOTOROLA,Moto G24 Power Dual SIM 256 GB azul 8 GB RAM,,4.6,354,1.161,1.103,Smartphone
Realme,Smartphone Realme C61 256 Gb 8 Gb Ram  Verde + Brinde,,5.0,1,1.76,1.249,Smartphone
TCL,Smartphone Para Idoso 16gb Capa Película Envio 24h,,2.7,13,582.0,58.0,Smartphone
SAMSUNG,Smartphone Samsung Galaxy A34 5g Ee 256gb 8gb Ram Câmera Tripla 48mp +8mp + 5mp + Selfie 13mp Tela 6.6 - Preto,,4.8,26248,2.999,288.0,Smartphone
MOTOROLA,Moto G8 Power Lite Dual SIM 64 GB azul-navy 4 GB RAM,,4.5,229,940.0,90.0,Smartphone
LG,"Smartphone LG K22 Plus Tela 6,2 64gb 3gb Ram Android Titânio",,4.3,756,649.0,65.0,Smartphone
Realme,Celular Realme C65 Dual Sim 256 Gb 8 Gb Ram Smartphone Roxo,,4.8,57,1.069,103.0,Smartphone
MOTOROLA,"Smartphone Edge 20 Lite Tela 6,7'' 128gb 6gb Verde Motorola - Bom (Recondicionado)",,5.0,3,999.0,899.0,Smartphone
Zte,Zte A3 Smartphone 32gb Dual Sim Prático Para Idoso,,3.5,94,499.0,459.0,Smartphone
SAMSUNG,Samsung Galaxy A12 64 GB preto 4 GB RAM - Excelente (Recondicionado),,3.6,48,574.0,57.0,Smartphone
Infinix,"Smartphone Infinix Note 40 5G 8GB RAM 256GB Câmera Tripla 108MP+ Selfie 32MP NFC 6,78” AMOLED Dual Chip - Preto",,4.7,157,1.51,151.0,Smartphone
MOTOROLA,Smartphone Motorola One Vision 128gb Dual Bronze,,4.3,151,1.749,168.0,Smartphone
MOTOROLA,Smartphone Motorola Moto G35 5g 256gb 8gb Ram  Preto,,,,1.259,125.0,Smartphone
Xiaomi,"Smartphone Xiaomi Redmi Note 10s Tela 6,43 6gb/128gb Cor Cinza Tamanho U",,4.7,1704,1.008,97.0,Smartphone
SAMSUNG,Smartphone Samsung Galaxy A06 4g 6.7 Octa Core 128gb 4gb Cor Azul-escuro,,4.7,2027,789.0,76.0,Smartphone
Xiaomi,Xiaomi Redmi 13C 5G Dual SIM 256 GB Preto 8 GB RAM,,4.3,222,1.099,106.0,Smartphone
Positivo,Positivo Twist 4 Pro S518 Dual SIM 64 GB preto 1 GB RAM,,4.0,1945,699.0,629.0,Smartphone
Apple,Apple iPhone 11 (64 GB) - Preto,,4.5,2316,2.15,215.0,Smartphone
Indefinido,Smartphone Vovófone Ideal Para Idoso 32gb Tela 5 Botão Sos,,3.9,76,539.0,53.0,Smartphone
MOTOROLA,"Smartphone Motorola Moto G24 128gb 4gb 6,6'' Hd+ Android 14 4G/Lite Dual Sim Grafite - Bom (Recondicionado)",,4.4,16,629.0,597.0,Smartphone
MOTOROLA,Smartphone Moto E7 Tela 6.5'' 32gb 2gb Ram Cinza Motorola Cor Cinza-metálico - Bom (Recondicionado),Por Fixcomm,3.8,11,559.0,463.0,Smartphone
MOTOROLA,Moto G8 Play Dual SIM 32 GB vermelho-magenta 2 GB RAM,,4.5,401,1.199,119.0,Smartphone
Xiaomi,Smartphone Xiaomi Poco C75 Dual Sim 128gb/6gb (lançamento),,4.8,13,1.348,863.0,Smartphone
MOTOROLA,Smartphone Motorola Edge 50 Neo 5g - 256gb 16gb Ram Boost 50mp Sony Camera Moto Ai Ip68 Nfc - Poinciana Vegan Leather - Bom (Recondicionado),,5.0,3,2.036,1.934,Smartphone
SAMSUNG,Samsung Galaxy S21 5g 128gb Dual (com Detalhes) Branco,,,,699.0,69.0,Smartphone
Positivo,Smartphone Positivo Twist 4 Fit S509n 5 Polegadas 32gb 1gb Ram Preto,,1.5,4,799.0,519.0,Smartphone
Indefinido,Redmagic 9 S Pro Gaming Smartphone 16+512gb Snowfall Cyclone Cor Preto-transparente,,,,7.743,5.962,Smartphone
Infinix,Infinix Smart 8 Pro Dual SIM 256 GB Dourado 4 GB RAM,Por Infinix,4.6,253,1.599,999.0,Smartphone
Realme,Smartphone Realme C61 256 Gb 8 Gb Ram Com Nfc+ Fone +capinha,,4.5,29,1.699,1.153,Smartphone
SAMSUNG,Samsung Galaxy S22 (Snapdragon) 5G Dual SIM 128 GB preto 8 GB RAM,,4.8,2722,3.49,335.0,Smartphone
MOTOROLA,Smartphone Motorola Moto G24 256gb 4gb Grafite + Ubook,Por Mobcom,4.5,2,1.499,773.0,Smartphone
Realme,Smartphone Realme C61 256 Gb 8 Gb Ram Com Nfc Dourado,,4.7,54,1.099,109.0,Smartphone
Realme,Smartphone Realme C61 256 Gb 8 Gb Ram Com Nfc Verde,,5.0,1,1.03,103.0,Smartphone
MOTOROLA,Smartphone Motorola Moto G14 128 GB lilás 4 GB RAM - Excelente (Recondicionado),Por GABRISCELL,5.0,1,899.0,845.0,Smartphone
Xiaomi,Smartphone Xiaomi Poco C75 Dual Sim 8gb 256gb + Brindes,,,,1.539,1.262,Smartphone
Xiaomi,Smartphone Xiaomi Poco C75 Dual Sim 256gb 8gb Ram Nfc Global,,,,1.68,1.209,Smartphone
SAMSUNG,"Smartphone Samsung Galaxy A23, 128gb, 4gb Ram, Tela De 6.6'' Cor Azul - Bom (Recondicionado)",,5.0,3,836.0,80.0,Smartphone
MOTOROLA,Moto G5S Dual SIM 32 GB platinum 2 GB RAM,,3.6,483,698.0,69.0,Smartphone
SAMSUNG,"Smartphone Samsung Galaxy A72 T.l 6,7 128gb 6gb Ram Violeta - Excelente (Recondicionado)",,4.8,8,999.0,99.0,Smartphone
Indefinido,Celular Smartphone Redmir 14c 256/8 Gb C/nf + Brinds,,4.1,14,1.699,1.153,Smartphone
Realme,Smartphone Realme C61 256 Gb 8 Gb Ram  Verde + Brinde,,5.0,1,1.76,1.249,Smartphone
SAMSUNG,Smartphone Galaxy A13 6.6'' 128gb 4gb Ram Branco Samsung,,4.7,10842,1.799,179.0,Smartphone
MOTOROLA,Smartphone Motorola Moto G54 5G 256Gb 8Gb Ram Grafite,,4.7,38820,1.256,121.0,Smartphone
Indefinido,Cubot Smartphone Kingkong X 5g 256gb 32gb Ram 10200mah Preto,,4.7,3,2.49,249.0,Smartphone
Xiaomi,Xiaomi Redmi Note 13 5g Dual Sim 256 Gb 8 Gb Cor Azul-claro,,4.5,173,1.522,152.0,Smartphone
Indefinido,Smartphone Ðøøgee Vmax Pro 32/512gb Resistente Cat S62 Pro,,,,5.79,4.863,Smartphone
Indefinido,Smartphone Do Idoso 4g Dual 32gb Tela 5.45' Letras Grandes,,3.9,36,499.0,354.0,Smartphone
SAMSUNG,"Smartphone Galaxy A72 T.l 6,7 128gb 6gb Ram Azul Samsung - Aceitável (Recondicionado)",,4.8,8,839.0,83.0,Smartphone
Xiaomi,"Smartphone Xiaomi Redmi 9t Tela 6,53 4gb/128gb 4g Cor Laranja Tamanho U",Por Mobcom,4.6,290,1.14,110.0,Smartphone
Xiaomi,Smartphone Xiaomi Redmi Note 13 8+256g 4g Global +fone + RLG,,4.4,12,1.789,1.517,Smartphone
Infinix,Smartphone Infinix Hot 30i 6.6 Hd+ 90hz 128gb 8gb Ram 50mp,,5.0,4,899.0,89.0,Smartphone
SAMSUNG,Smartphone Samsung Galaxy A03s Tela 6.5 64 Gb 4 Gb Ram Preto,,4.6,16587,1.199,119.0,Smartphone
MOTOROLA,"Smartphone Moto E20 32gb 2gb Ram Tela 6,5 Cinza Motorola",,4.6,6289,643.0,62.0,Smartphone
Xiaomi,Smartphone Xiaomi Redmi 14c 256gb 8gb Ram Roxo Global 4g,,5.0,2,929.0,89.0,Smartphone
SAMSUNG,Smartphone Samsung Galaxy Z Flip5 5g 256gb 8gb Ram Grafite,,4.7,920,3.957,395.0,Smartphone
Multilaser,Smartphone Multilaser F Max 2 64gb 6.1 8mp Android 11 P9170,,3.6,154,547.0,52.0,Smartphone
MOTOROLA,Smartphone Motorola Moto E13 32gb 2g Ram Grafite,,4.4,74,609.0,58.0,Smartphone
MOTOROLA,Smartphone Moto G82 5g 6.6'' 128gb 6gb Ram Preto Motorola - Excelente (Recondicionado),,4.8,4,1.499,145.0,Smartphone
LG,"Smartphone LG K8 Plus 16gb 4g Quad-core - 1gb Ram 5,45 Preto - Aceitável (Recondicionado)",,3.9,31,229.0,38.0,Smartphone
Realme,Smartphone Realme C61 Dual Sim 256gb/8gb + Brinde,,4.7,3,1.43,1.258,Smartphone
Xiaomi,Smartphone Xiaomi Poco C75 8/256gb Dourado Lacrado 2025,,,,1.619,1.302,Smartphone
SAMSUNG,Smartphone Galaxy S22 Ultra 5g 256gb 12gb Ram Vinho Samsung - Excelente (Recondicionado),Por Mobi Phone,4.4,7,3.199,319.0,Smartphone
TCL,Smartphone Tcl 40se T610k2 Tela De 6.75 Polegadas 256gb 12gb Cor Grafite,,4.7,75,859.0,85.0,Smartphone
MOTOROLA,Smartphone Moto G30 6.5'' 128gb 4gb Ram Dark Prism Motorola,,4.7,2576,1.25,125.0,Smartphone
SAMSUNG,"Smartphone Galaxy S22+ 5g 128gb Tela 6,6 Rosé Samsung - Excelente (Recondicionado)",Por Trocafy,4.0,4,2.149,2.041,Smartphone
Realme,Smartphone Realme C63 6gb 128gb - Jade Green,,,,1.099,106.0,Smartphone
Xiaomi,"Smartphone Xiaomi Redmi Note 14 5g 12+12gb + 512gb, Verde",,4.7,46,2.211,221.0,Smartphone
MOTOROLA,Smartphone Moto G35 5g 128gb - Grafite - Vegan Leather - Bom (Recondicionado),,5.0,1,999.0,949.0,Smartphone
SAMSUNG,"Smartphone Samsung Galaxy A04e 64GB Preto 4G Octa-Core 3GB RAM 6,5” Câm. Dupla + Selfie 5MP - Excelente (Recondicionado)",,2.9,15,649.0,64.0,Smartphone
SAMSUNG,Smartphone Galaxy A51 Tela 6.5 128gb 4gb Ram Branco Samsung - Bom (Recondicionado),,3.8,22,729.0,72.0,Smartphone
Xiaomi,Xiaomi Redmi 10 2022 Dual SIM 128 GB Azul 4 GB RAM,,4.6,874,946.0,94.0,Smartphone
SAMSUNG,Smartphone Galaxy S22 5g 128gb 8gb Violeta Samsung - Excelente (Recondicionado),Por Trocafy,4.3,4,1.889,1.794,Smartphone
SAMSUNG,Smartphone Galaxy A32 128gb 4gb Ram 4g 6.4'' Preto Samsung - Excelente (Recondicionado),,4.2,18,809.0,80.0,Smartphone
Xiaomi,Smartphone Xiaomi Redmi Note 14 Pro 5g 12+12gb + 512gb Preto,,4.6,30,2.555,255.0,Smartphone
MOTOROLA,Smartphone Motorola Moto G41  128gb 4gb Ram Champagne,,4.8,11,899.0,89.0,Smartphone
MOTOROLA,"Smartphone Moto G22 Tela De 6,5 128 Gb 4 Ram Preto Motorola - Excelente (Recondicionado)",,3.5,46,687.0,68.0,Smartphone
Realme,Celular Realme 13+ 5g Dual Sim 256gb 8gb Ram Nfc Smartphone,Por Realme,5.0,2,4.251,2.274,Smartphone
Xiaomi,Celular Xiaomi Poco X7 5g Dual Sim 256gb Preto 8ram 50mpx,,4.8,916,1.72,165.0,Smartphone
SAMSUNG,Smartphone Galaxy S22+ 5g 256gb 8gb Ram Preto Samsung - Aceitável (Recondicionado),Por Trocafy,4.6,8,2.199,2.089,Smartphone
Realme,Celular Realme Note 50 Dual Sim 128 Gb 4 Gb Ram Smartphone Cor Preto,Por Realme,4.6,354,901.0,759.0,Smartphone
MOTOROLA,Smartphone Moto E7 Tela 6.5'' 32gb 2gb Ram Cinza Motorola Cor Cinza-metálico,,4.5,1604,739.0,71.0,Smartphone
MOTOROLA,Smartphone Moto G30 6.5'' 128gb 4gb Ram Dark Prism Motorola - Aceitável (Recondicionado),,4.0,8,599.0,551.0,Smartphone
SAMSUNG,Smartphone para Idoso Vovô&Vovófone 32gb 4g Icones Grandes Zap,,4.1,52,1.047,101.0,Smartphone
SAMSUNG,"Smartphone Samsung Galaxy M34 5g, 128gb, 6gb, Tela 6.5 Cor Prata - Excelente (Recondicionado)",Por Movacel,4.4,8,1.399,135.0,Smartphone
SAMSUNG,Smartphone Galaxy A03 Tela 6.5'' 64gb 4gb Ram Azul Samsung - Aceitável (Recondicionado),,4.0,17,999.0,100.0,Smartphone
Xiaomi,Smartphone Xiaomi Redmi Note 14 256/8gb Dual Sim,,4.5,10,1.389,138.0,Smartphone
MOTOROLA,Smartphone Motorola Moto E7 Tela 6.5 64gb 4gb Ram Cinza Cor Cinza-metálico,,4.5,1604,750.0,72.0,Smartphone
Xiaomi,Smartphone Xiaomi Redmi 14c 256gb 8gb Ram Preto Global 4g,,5.0,8,979.0,97.0,Smartphone
MOTOROLA,Smartphone Motorola Razr 40 256Gb 8Gb Ram Lilac - Bom (Recondicionado),,,,2.799,2.519,Smartphone
SAMSUNG,Smartphone Samsung Galaxy S10e Tela 5.8 128gb 6gb Ram - Pto Cor Preto - Excelente (Recondicionado),Por Trocafy,4.5,6,1.039,987.0,Smartphone
Xiaomi,Smartphone Xiaomi Poco C75 Dual Sim 256gb 8gb Ram Nfc Global,,,,1.68,1.209,Smartphone
Realme,Smartphone Realme C61 256 Gb 8 Gb Ram  Verde + Brinde,,5.0,1,1.76,1.249,Smartphone
SAMSUNG,"Smartphone Samsung Galaxy A12 Tela 6,5 64gb 4gb Ram Vermelho - Bom (Recondicionado)",,4.0,63,899.0,90.0,Smartphone
Xiaomi,Smartphone Xiaomi Redmi 14c 256gb 8gb Ram Azul Global 4g,,4.8,10,979.0,97.0,Smartphone
MOTOROLA,Smartphone Motorola Moto E5 Quad Coree2gb Aandroid 16gb 13mp,,3.4,5,379.0,54.0,Smartphone
Multilaser,Multilaser G Pro 3 Dual SIM 128 GB preto 4 GB RAM,,5.0,2,769.0,76.0,Smartphone
SAMSUNG,"Smartphone Samsung Galaxy A73 5g, 8gb Ram, 128gb, Tela 6.7'' Cor Branco - Excelente (Recondicionado)",,3.7,6,1.899,189.0,Smartphone
LG,"Smartphone LG K40s 32gb 4g Octa-core 3gb Ram Tela 6,1 Preto",,4.6,1355,549.0,54.0,Smartphone
SAMSUNG,"Smartphone Samsung Galaxy S23+ 5g, 256gb, 8gb Ram, Tela 6.6 Cor Verde - Excelente (Recondicionado)",Por Trocafy,4.5,8,3.169,3.01,Smartphone
Infinix,"Smartphone Infinix Hot 40i, 256g, 8+ 8gb de RAM, verde, cor: verde claro",,4.5,489,1.299,130.0,Smartphone
Realme,Celular Smartphone Realme Note 60 Dual Sim 128gb 4gb Ram,,4.7,84,1.01,777.0,Smartphone
SAMSUNG,"Smartphone Samsung Galaxy A15 5G 128GB 4GB RAM Dual SIM Azul Claro 6,5'' - Excelente (Recondicionado)",Por GABRISCELL,4.2,15,1.019,101.0,Smartphone
Nokia,Nokia Cseries C30 Dual SIM 32 GB verde 2 GB RAM,,4.5,68,999.0,699.0,Smartphone
SAMSUNG,Smartphone Samsung Galaxy A11 Tl 6.4 64gb 3gb Ram Preto - Excelente (Recondicionado),,3.6,25,569.0,56.0,Smartphone
SAMSUNG,Smartphone Galaxy S21 5g 128gb 8gb Ram Violeta Samsung - Aceitável (Recondicionado),Por Trocafy,3.7,18,1.439,1.367,Smartphone
Apple,Apple iPhone 11 (128 GB) - Branco,,4.5,2316,2.15,215.0,Smartphone
MOTOROLA,Smartphone Motorola Moto G24 256gb 4gb Grafite + Ubook,Por Mobcom,5.0,1,1.425,727.0,Smartphone
SAMSUNG,Smartphone Samsung Galaxy A22 Tela 6.4 128gb 4 Gb Ram Verde,,4.7,10140,1.198,119.0,Smartphone
SAMSUNG,Smartphone Galaxy A32 Tela De 6.4'' 128gb 4g Violeta Samsung - Aceitável (Recondicionado),,4.2,18,639.0,63.0,Smartphone
SAMSUNG,"Smartphone Galaxy M53 5g, 128gb, 8gb Ram, Tela De 6.7 Cor Azul",,4.7,11030,1.958,195.0,Smartphone
MOTOROLA,"Smartphone Edge 30 256gb 8gb Ram Tela 6,5'' Azul Motorola - Bom (Recondicionado)",,4.3,15,1.499,1.199,Smartphone
Multilaser,Multilaser E Lite 2 Dual SIM 32 GB preto 1 GB RAM,,4.2,1010,361.0,51.0,Smartphone
SAMSUNG,Samsung Galaxy S22+ (Snapdragon) 5G Dual SIM 128 GB white 8 GB RAM,,4.8,191,3.999,3.159,Smartphone
Indefinido,Smartphone Ðøøgee S200 X 32/512gb Resistente Cat S62 Pro.,,,,6.5,650.0,Smartphone
SAMSUNG,"Smartphone Galaxy S21 Ultra 5g Tl 6,8 256gb 12gb Ram Samsung Cor Preto - Bom (Recondicionado)",Por Trocafy,4.3,6,2.549,2.345,Smartphone
Xiaomi,Celular Xiaomi Redmi Note 9 128 Gb Cor Branco,,4.7,23,1.0,96.0,Smartphone
SAMSUNG,Smartphone Samsung Galaxy A10s Tela De 6.2 32gb 2gb Ram Azul - Excelente (Recondicionado),,4.1,92,529.0,51.0,Smartphone
SAMSUNG,"Smartphone Samsung Galaxy Z Fold5 5g, 1tb, 12gb Ram, Tela Infinita De 7.6 Preto - Aceitável (Recondicionado)",Por Trocafy,,,4.099,3.894,Smartphone
Indefinido,Redmagic 9s Pro 12 Gb Ram 256 Gb Rom Sleet Gaming Teléfono,,5.0,31,6.248,4.998,Smartphone
SAMSUNG,"Smartphone Samsung Galaxy Z Fold5 5g, 512gb, 12gb Ram, Tela Infinita De 7.6 Creme - Excelente (Recondicionado)",Por Movacel,,,4.729,473.0,Smartphone
SAMSUNG,"Smartphone Samsung Galaxy S23 Fe 128gb, 8gb Ram, Câmera Tripla Traseira De 50mp +12mp + 10mp, Selfie De 10mp, Tela Infinita 6.4 Azul - Excelente (Recondicionado)",Por Trocafy,4.4,24,1.929,1.774,Smartphone
MOTOROLA,"Smartphone Motorola Moto g24 Power - 128GB, 4 GB Ram + 4 GB Ram Boost, Camera 50MP com Moto AI 6000 mAh - Azul - Bom (Recondicionado)",,5.0,1,719.0,683.0,Smartphone
TCL,Tcl 40se Dual Sim 256 Gb Com Xplus Canais 12gb Ram,,4.5,8,879.0,84.0,Smartphone
Realme,Smartphone Realme C61 256 Gb 8 Gb Ram,,5.0,2,1.005,100.0,Smartphone
Realme,Realme 12+ 5G Dual SIM 512 GB verde 12 GB RAM,,4.9,35,2.199,220.0,Smartphone
ASUS,"Smartphone Asus Zenfone 11 Ultra Snapdragon 8 Gen3 5g 256gb 12gb Ram Tela 6,78 Amoled Câm Tripla+self 32mp Black",Por Asus,4.5,2,8.999,899.0,Smartphone
SAMSUNG,Smartphonesamsung Galaxy A22 Tela 6.4 128 Gb 4 Gb Ram Preto - Aceitável (Recondicionado),,3.3,9,680.0,68.0,Smartphone
SAMSUNG,"Smartphone Samsung Galaxy S21 Fe 5g 128gb, 6gb Ram Tela 6.4 Cor Violeta - Bom (Recondicionado)",Por Trocafy,4.4,8,1.259,1.196,Smartphone
Xiaomi,Smartphone Celular Xiaomi Poco C65 128gb 4gb + Nf + Fone Azul-escuro,,,,1.499,974.0,Smartphone
MOTOROLA,Smartphone Moto E6i 32gb 2gb Ram Cinza Titânium,,4.4,1188,599.0,59.0,Smartphone
SAMSUNG,Smartphone Samsung Galaxy Z Flip5 512gb 8gb Ram 5G Verde-claro - Bom (Recondicionado),,5.0,8,3.299,329.0,Smartphone
Indefinido,Telefone Celular Blu B9 128gb 4g 6.5 - Bronze - Excelente (Recondicionado),,,,619.0,59.0,Smartphone
Xiaomi,Smartphone Xiaomi Gold P0co C75 Daul Sim 256gb / 8gb,,4.7,3,1.179,118.0,Smartphone
TCL,Smartphone Para Idoso 16gb Capa Película Envio 24h,,2.7,13,582.0,58.0,Smartphone
